Target;Item;Condition;Sentence;Target_long;Completion;Part;Cloze;Cloze_Balanced;Association_Noun;Association_Verb;Association_MainVerb;Stimulus_tf;Prime;secretgpt2_surp;leo13b_surp;secretgpt2_bpe_split;leo13b_bpe_split
Predigt;49;D;Nachdenklich leert der Pfarrer, nachdem er die Brille aufgesetzt hat,;die Predigt;für die Gemeinde.;0;0.0;0;1.6;2.9;1.3;Nachdenklich leert der Pfarrer , nachdem er die Brille aufgesetzt hat , die Predigt;Brille;10.256261825561523;12.156189359724522;0;1
Wohnung;50;A;Unverzüglich möblierte der Vermieter, der den Mieter aufgenommen hatte,;die Wohnung;mit neuen Möbeln.;0;0.5;0;7.0;2.7;6.8;Unverzüglich möblierte der Vermieter , der den Mieter aufgenommen hatte , die Wohnung;Mieter;2.1653847694396973;0.7152443826198578;0;1
Wohnung;50;B;Unverzüglich möblierte der Vermieter, der die Überweisung erhalten hatte,;die Wohnung;mit neuen Möbeln.;0;0.75;0;4.7;3.6;6.8;Unverzüglich möblierte der Vermieter , der die Überweisung erhalten hatte , die Wohnung;Überweisung;3.809619665145874;0.7646831087768078;0;1
Wohnung;50;C;Unverzüglich erntete der Vermieter, der den Mieter aufgenommen hatte,;die Wohnung;mit neuen Möbeln.;0;0.0;0;7.0;2.7;1.4;Unverzüglich erntete der Vermieter , der den Mieter aufgenommen hatte , die Wohnung;Mieter;8.700453758239746;10.594240680336952;0;1
Wohnung;50;D;Unverzüglich erntete der Vermieter, der die Überweisung erhalten hatte,;die Wohnung;mit neuen Möbeln.;0;0.0;0;4.7;3.6;1.4;Unverzüglich erntete der Vermieter , der die Überweisung erhalten hatte , die Wohnung;Überweisung;10.08757781982422;8.395224273204803;0;1
Abzug;51;A;Sofort betätigt der Killer, der das Ziel anvisiert hat,;den Abzug;und trifft das Opfer.;2;0.5;0;3.2;4.4;5.9;Sofort betätigt der Killer , der das Ziel anvisiert hat , den Abzug;Ziel;6.817859649658203;0.8999740718863904;0;1
Abzug;51;B;Sofort betätigt der Killer, der den Tee abgestellt hat,;den Abzug;und trifft das Opfer.;2;0.33;0;1.4;3.0;5.9;Sofort betätigt der Killer , der den Tee abgestellt hat , den Abzug;Tee;9.439305305480955;5.664203189313412;0;1
Abzug;51;C;Sofort knickt der Killer, der das Ziel anvisiert hat,;den Abzug;und trifft das Opfer.;2;0.0;0;3.2;4.4;1.6;Sofort knickt der Killer , der das Ziel anvisiert hat , den Abzug;Ziel;7.960545063018799;9.476084597408772;0;1
Abzug;51;D;Sofort knickt der Killer, der den Tee abgestellt hat,;den Abzug;und trifft das Opfer.;2;0.0;0;1.4;3.0;1.6;Sofort knickt der Killer , der den Tee abgestellt hat , den Abzug;Tee;9.473576545715332;12.938907980918884;0;1
Paket;52;A;Heute überbringt der Bote, als er den Empfänger angetroffen hat,;das Paket;mit der Arbeitskleidung.;0;0.42;1;6.7;4.4;6.5;Heute überbringt der Bote , als er den Empfänger angetroffen hat , das Paket;Empfänger;6.148097991943359;6.757331817876548;0;1
Paket;52;B;Heute überbringt der Bote, als er das Foyer durchquert hat,;das Paket;mit der Arbeitskleidung.;0;0.33;1;3.6;1.2;6.5;Heute überbringt der Bote , als er das Foyer durchquert hat , das Paket;Foyer;9.215407371520996;5.625011861789972;0;1
Paket;52;C;Heute erntet der Bote, als er den Empfänger angetroffen hat,;das Paket;mit der Arbeitskleidung.;0;0.0;1;6.7;4.4;1.3;Heute erntet der Bote , als er den Empfänger angetroffen hat , das Paket;Empfänger;11.63137912750244;8.141535656992346;0;1
Paket;52;D;Heute erntet der Bote, als er das Foyer durchquert hat,;das Paket;mit der Arbeitskleidung.;0;0.0;1;3.6;1.2;1.3;Heute erntet der Bote , als er das Foyer durchquert hat , das Paket;Foyer;12.513871192932127;11.234667551703751;0;1
Tor;53;A;Schnell schoss der Fußballspieler, der das Fußballfeld überquert hatte,;das Tor;und jubelte über seinen Erfolg.;3;0.92;0;6.8;3.4;6.9;Schnell schoss der Fußballspieler , der das Fußballfeld überquert hatte , das Tor;Fußballfeld;2.505481004714966;2.512232542037964;0;0
Tor;53;B;Schnell schoss der Fußballspieler, der die Jacke ausgezogen hatte,;das Tor;und jubelte über seinen Erfolg.;3;0.67;0;1.6;2.7;6.9;Schnell schoss der Fußballspieler , der die Jacke ausgezogen hatte , das Tor;Jacke;3.060844898223877;4.116202354431152;0;0
Tor;53;C;Schnell spürte der Fußballspieler, der das Fußballfeld überquert hatte,;das Tor;und jubelte über seinen Erfolg.;3;0.0;0;6.8;3.4;1.5;Schnell spürte der Fußballspieler , der das Fußballfeld überquert hatte , das Tor;Fußballfeld;9.238692283630373;10.14719295501709;0;0
Tor;53;D;Schnell spürte der Fußballspieler, der die Jacke ausgezogen hatte,;das Tor;und jubelte über seinen Erfolg.;3;0.0;0;1.6;2.7;1.5;Schnell spürte der Fußballspieler , der die Jacke ausgezogen hatte , das Tor;Jacke;9.875465393066406;13.521219253540039;0;0
Flugzeug;54;A;Konzentriert steuerte der Pilot, der die Stewardess gerufen hatte,;das Flugzeug;durch die Wolken.;0;1.0;1;7.0;1.8;5.8;Konzentriert steuerte der Pilot , der die Stewardess gerufen hatte , das Flugzeug;Stewardess;1.1488271951675415;0.4086243510246277;0;1
Flugzeug;54;B;Konzentriert steuerte der Pilot, der den Krimi gelesen hatte,;das Flugzeug;durch die Wolken.;0;0.92;1;1.6;3.4;5.8;Konzentriert steuerte der Pilot , der den Krimi gelesen hatte , das Flugzeug;Krimi;3.99254846572876;0.4705659302417189;0;1
Flugzeug;54;C;Konzentriert faltete der Pilot, der die Stewardess gerufen hatte,;das Flugzeug;durch die Wolken.;0;0.0;1;7.0;1.8;3.1;Konzentriert faltete der Pilot , der die Stewardess gerufen hatte , das Flugzeug;Stewardess;3.5949594974517822;3.4030603766441345;0;1
Flugzeug;54;D;Konzentriert faltete der Pilot, der den Krimi gelesen hatte,;das Flugzeug;durch die Wolken.;0;0.08;1;1.6;3.4;3.1;Konzentriert faltete der Pilot , der den Krimi gelesen hatte , das Flugzeug;Krimi;11.212552070617676;5.537604451179504;0;1
Skizze;55;A;Rasch entwarf der Architekt, bevor er den Bauplan erstellte,;die Skizze;für den Bauherrn.;0;0.42;0;6.4;6.5;6.7;Rasch entwarf der Architekt , bevor er den Bauplan erstellte , die Skizze;Bauplan;7.984024676843546;4.598064182326198;1;1
Skizze;55;B;Rasch entwarf der Architekt, bevor er den Vortrag schrieb,;die Skizze;für den Bauherrn.;0;0.25;0;4.3;4.7;6.7;Rasch entwarf der Architekt , bevor er den Vortrag schrieb , die Skizze;Vortrag;8.823704179376364;5.1208885088562965;1;1
Skizze;55;C;Rasch schüttelte der Architekt, bevor er den Bauplan erstellte,;die Skizze;für den Bauherrn.;0;0.0;0;6.4;6.5;1.2;Rasch schüttelte der Architekt , bevor er den Bauplan erstellte , die Skizze;Bauplan;11.487011778983288;8.929264090955257;1;1
Skizze;55;D;Rasch schüttelte der Architekt, bevor er den Vortrag schrieb,;die Skizze;für den Bauherrn.;0;0.0;0;4.3;4.7;1.2;Rasch schüttelte der Architekt , bevor er den Vortrag schrieb , die Skizze;Vortrag;14.535879514936823;9.475084606558084;1;1
Kamin;56;A;Geschwind kehrt der Schornsteinfeger, der den Rauch einatmet,;den Kamin;und verlässt das Grundstück.;1;0.42;0;6.8;3.0;6.4;Geschwind kehrt der Schornsteinfeger , der den Rauch einatmet , den Kamin;Rauch;6.2507643699646;5.832034111022949;0;1
Kamin;56;B;Geschwind kehrt der Schornsteinfeger, der die Katze verscheucht,;den Kamin;und verlässt das Grundstück.;1;0.17;0;3.0;1.3;6.4;Geschwind kehrt der Schornsteinfeger , der die Katze verscheucht , den Kamin;Katze;6.703968048095703;5.654539346694946;0;1
Kamin;56;C;Geschwind wirft der Schornsteinfeger, der den Rauch einatmet,;den Kamin;und verlässt das Grundstück.;1;0.0;0;6.8;3.0;1.1;Geschwind wirft der Schornsteinfeger , der den Rauch einatmet , den Kamin;Rauch;7.053115367889404;6.618870496749878;0;1
Kamin;56;D;Geschwind wirft der Schornsteinfeger, der die Katze verscheucht,;den Kamin;und verlässt das Grundstück.;1;0.08;0;3.0;1.3;1.1;Geschwind wirft der Schornsteinfeger , der die Katze verscheucht , den Kamin;Katze;8.809754371643066;5.070196509361267;0;1
Wahl;57;A;Vorgestern gewann der Politiker, der die Stimmen zählte,;die Wahl;zum Minister.;0;1.0;0;6.5;5.3;6.7;Vorgestern gewann der Politiker , der die Stimmen zählte , die Wahl;Stimmen;3.272855758666992;1.3165627717971802;0;0
Wahl;57;B;Vorgestern gewann der Politiker, der die Hände schüttelte,;die Wahl;zum Minister.;0;0.58;0;2.8;1.6;6.7;Vorgestern gewann der Politiker , der die Hände schüttelte , die Wahl;Hände;2.5218043327331543;1.8133329153060913;0;0
Wahl;57;C;Vorgestern reparierte der Politiker, der die Stimmen zählte,;die Wahl;zum Minister.;0;0.08;0;6.5;5.3;1.6;Vorgestern reparierte der Politiker , der die Stimmen zählte , die Wahl;Stimmen;8.11303424835205;3.677812099456787;0;0
Wahl;57;D;Vorgestern reparierte der Politiker, der die Hände schüttelte,;die Wahl;zum Minister.;0;0.0;0;2.8;1.6;1.6;Vorgestern reparierte der Politiker , der die Hände schüttelte , die Wahl;Hände;9.72434902191162;9.634110450744629;0;0
Foto;58;A;Sofort schoss der Reporter, der die Kamera bediente,;das Foto;von der Unfallstelle.;0;0.67;0;6.7;2.1;6.7;Sofort schoss der Reporter , der die Kamera bediente , das Foto;Kamera;3.480236768722534;6.102572426199913;0;1
Foto;58;B;Sofort schoss der Reporter, der die Zigarette rauchte,;das Foto;von der Unfallstelle.;0;0.5;0;1.6;1.6;6.7;Sofort schoss der Reporter , der die Zigarette rauchte , das Foto;Zigarette;4.046010971069336;2.7943066246807575;0;1
Foto;58;C;Sofort verspeiste der Reporter, der die Kamera bediente,;das Foto;von der Unfallstelle.;0;0.0;0;6.7;2.1;1.7;Sofort verspeiste der Reporter , der die Kamera bediente , das Foto;Kamera;6.371531963348389;8.366108417510986;0;1
Foto;58;D;Sofort verspeiste der Reporter, der die Zigarette rauchte,;das Foto;von der Unfallstelle.;0;0.0;0;1.6;1.6;1.7;Sofort verspeiste der Reporter , der die Zigarette rauchte , das Foto;Zigarette;7.791715145111084;8.812391519546509;0;1
Programm;59;A;Unverzüglich entwickelte der Informatiker, der den Computer hochfuhr,;das Programm;für seinen Boss.;0;0.5;0;6.9;5.8;6.7;Unverzüglich entwickelte der Informatiker , der den Computer hochfuhr , das Programm;Computer;4.1935553550720215;2.4542556405067444;0;1
Programm;59;B;Unverzüglich entwickelte der Informatiker, der den Energydrink trank,;das Programm;für seinen Boss.;0;0.75;0;1.8;2.0;6.7;Unverzüglich entwickelte der Informatiker , der den Energydrink trank , das Programm;Energydrink;6.691756725311279;2.9831347167491913;0;1
Programm;59;C;Unverzüglich trocknete der Informatiker, der den Computer hochfuhr,;das Programm;für seinen Boss.;0;0.0;0;6.9;5.8;4.5;Unverzüglich trocknete der Informatiker , der den Computer hochfuhr , das Programm;Computer;4.207117557525635;8.446997970342636;0;1
Programm;59;D;Unverzüglich trocknete der Informatiker, der den Energydrink trank,;das Programm;für seinen Boss.;0;0.0;0;1.8;2.0;4.5;Unverzüglich trocknete der Informatiker , der den Energydrink trank , das Programm;Energydrink;8.913536071777344;9.442871868610382;0;1
Urteil;60;A;Nun verkündete der Richter, nachdem er den Angeklagten hereingerufen hatte,;das Urteil;und schloss die Verhandlung.;0;1.0;1;7.0;4.5;6.7;Nun verkündete der Richter , nachdem er den Angeklagten hereingerufen hatte , das Urteil;Angeklagten;1.2094238996505735;0.7243980467319489;0;1
Urteil;60;B;Nun verkündete der Richter, nachdem er die Lesebrille aufgesetzt hatte,;das Urteil;und schloss die Verhandlung.;0;1.0;1;1.9;2.8;6.7;Nun verkündete der Richter , nachdem er die Lesebrille aufgesetzt hatte , das Urteil;Lesebrille;1.164936065673828;0.8459442420862615;0;1
Urteil;60;C;Nun roch der Richter, nachdem er den Angeklagten hereingerufen hatte,;das Urteil;und schloss die Verhandlung.;0;0.0;1;7.0;4.5;1.7;Nun roch der Richter , nachdem er den Angeklagten hereingerufen hatte , das Urteil;Angeklagten;4.499779224395752;11.558631226420403;0;1
Urteil;60;D;Nun roch der Richter, nachdem er die Lesebrille aufgesetzt hatte,;das Urteil;und schloss die Verhandlung.;0;0.0;1;1.9;2.8;1.7;Nun roch der Richter , nachdem er die Lesebrille aufgesetzt hatte , das Urteil;Lesebrille;8.13702392578125;8.338382564485073;0;1
Prüfung;61;A;Zunächst bestand der Student, der das Studium wiederaufnahm,;die Prüfung;in Mathematik.;0;0.58;0;6.6;5.0;5.8;Zunächst bestand der Student , der das Studium wiederaufnahm , die Prüfung;Studium;2.028616428375244;3.1924717114306986;0;1
Prüfung;61;B;Zunächst bestand der Student, der das Jackett auszog,;die Prüfung;in Mathematik.;0;0.25;0;2.0;1.3;5.8;Zunächst bestand der Student , der das Jackett auszog , die Prüfung;Jackett;4.886707782745361;8.3715701084584;0;1
Prüfung;61;C;Zunächst kochte der Student, der das Studium wiederaufnahm,;die Prüfung;in Mathematik.;0;0.0;0;6.6;5.0;3.4;Zunächst kochte der Student , der das Studium wiederaufnahm , die Prüfung;Studium;13.163490295410156;9.015464717522264;0;1
Prüfung;61;D;Zunächst kochte der Student, der das Jackett auszog,;die Prüfung;in Mathematik.;0;0.0;0;2.0;1.3;3.4;Zunächst kochte der Student , der das Jackett auszog , die Prüfung;Jackett;14.091704368591309;12.589806914329529;0;1
Lied;62;A;Konzentriert sang der Sänger, der das Mikrofon umklammerte,;das Lied;über die Vergangenheit.;1;0.58;1;6.3;1.3;7.0;Konzentriert sang der Sänger , der das Mikrofon umklammerte , das Lied;Mikrofon;1.7972053289413452;2.551453113555908;0;0
Lied;62;B;Konzentriert sang der Sänger, der den Hut abnahm,;das Lied;über die Vergangenheit.;1;0.58;1;1.9;1.5;7.0;Konzentriert sang der Sänger , der den Hut abnahm , das Lied;Hut;1.147641897201538;2.0304160118103027;0;0
Lied;62;C;Konzentriert reparierte der Sänger, der das Mikrofon umklammerte,;das Lied;über die Vergangenheit.;1;0.0;1;6.3;1.3;1.1;Konzentriert reparierte der Sänger , der das Mikrofon umklammerte , das Lied;Mikrofon;3.968708753585816;2.096254348754883;0;0
Lied;62;D;Konzentriert reparierte der Sänger, der den Hut abnahm,;das Lied;über die Vergangenheit.;1;0.0;1;1.9;1.5;1.1;Konzentriert reparierte der Sänger , der den Hut abnahm , das Lied;Hut;3.738099813461304;4.782647609710693;0;0
Farbe;63;A;Zufrieden mischte der Anstreicher, der die Pinsel gewaschen hatte,;die Farbe;für den nächsten Auftrag.;0;0.92;1;6.9;3.5;6.3;Zufrieden mischte der Anstreicher , der die Pinsel gewaschen hatte , die Farbe;Pinsel;3.846926689147949;0.8410436809062958;0;1
Farbe;63;B;Zufrieden mischte der Anstreicher, der die Plätzchen gegessen hatte,;die Farbe;für den nächsten Auftrag.;0;1.0;1;3.5;1.8;6.3;Zufrieden mischte der Anstreicher , der die Plätzchen gegessen hatte , die Farbe;Plätzchen;8.9840087890625;1.0792659521102905;0;1
Farbe;63;C;Zufrieden würzte der Anstreicher, der die Pinsel gewaschen hatte,;die Farbe;für den nächsten Auftrag.;0;0.0;1;6.9;3.5;1.4;Zufrieden würzte der Anstreicher , der die Pinsel gewaschen hatte , die Farbe;Pinsel;4.822747707366943;2.6747541427612305;0;1
Farbe;63;D;Zufrieden würzte der Anstreicher, der die Plätzchen gegessen hatte,;die Farbe;für den nächsten Auftrag.;0;0.0;1;3.5;1.8;1.4;Zufrieden würzte der Anstreicher , der die Plätzchen gegessen hatte , die Farbe;Plätzchen;8.857418060302734;4.787781797349453;0;1
Blumen;64;A;Einen Moment lang gießt der Gärtner, der den Dünger verteilt hat,;die Blumen;im Blumenkasten.;0;0.58;1;6.2;5.8;7.0;Einen Moment lang gießt der Gärtner , der den Dünger verteilt hat , die Blumen;Dünger;4.614724159240723;4.216090798377991;0;1
Blumen;64;B;Einen Moment lang gießt der Gärtner, der die Opernmusik angestellt hat,;die Blumen;im Blumenkasten.;0;0.5;1;2.0;1.4;7.0;Einen Moment lang gießt der Gärtner , der die Opernmusik angestellt hat , die Blumen;Opernmusik;5.113313674926758;3.204496592283249;0;1
Blumen;64;C;Einen Moment lang ölt der Gärtner, der den Dünger verteilt hat,;die Blumen;im Blumenkasten.;0;0.0;1;6.2;5.8;1.7;Einen Moment lang ölt der Gärtner , der den Dünger verteilt hat , die Blumen;Dünger;5.880415916442871;7.359829068183899;0;1
Blumen;64;D;Einen Moment lang ölt der Gärtner, der die Opernmusik angestellt hat,;die Blumen;im Blumenkasten.;0;0.0;1;2.0;1.4;1.7;Einen Moment lang ölt der Gärtner , der die Opernmusik angestellt hat , die Blumen;Opernmusik;7.109562397003174;6.050314903259277;0;1
Hecke;65;A;Gestern Nachmittag stutzte der Landschaftsgärtner, der die Gartenschere geschärft hatte,;die Hecke;um das Grundstück.;2;0.5;1;6.6;1.9;6.5;Gestern Nachmittag stutzte der Landschaftsgärtner , der die Gartenschere geschärft hatte , die Hecke;Gartenschere;8.734382182359695;8.327889323234558;1;1
Hecke;65;B;Gestern Nachmittag stutzte der Landschaftsgärtner, der die Sonnenbrille aufgesetzt hatte,;die Hecke;um das Grundstück.;2;0.58;1;1.4;1.8;6.5;Gestern Nachmittag stutzte der Landschaftsgärtner , der die Sonnenbrille aufgesetzt hatte , die Hecke;Sonnenbrille;10.78399094939232;9.669530153274536;1;1
Hecke;65;C;Gestern Nachmittag bezahlte der Landschaftsgärtner, der die Gartenschere geschärft hatte,;die Hecke;um das Grundstück.;2;0.0;1;6.6;1.9;1.3;Gestern Nachmittag bezahlte der Landschaftsgärtner , der die Gartenschere geschärft hatte , die Hecke;Gartenschere;10.565515995025637;12.613892793655396;1;1
Hecke;65;D;Gestern Nachmittag bezahlte der Landschaftsgärtner, der die Sonnenbrille aufgesetzt hatte,;die Hecke;um das Grundstück.;2;0.0;1;1.4;1.8;1.3;Gestern Nachmittag bezahlte der Landschaftsgärtner , der die Sonnenbrille aufgesetzt hatte , die Hecke;Sonnenbrille;12.169146597385406;9.345060110092163;1;1
Feld;66;A;Früher beackerte der Landwirt, der den Traktor gestartet hatte,;das Feld;mit einem Gaul.;2;0.92;0;6.8;2.1;6.2;Früher beackerte der Landwirt , der den Traktor gestartet hatte , das Feld;Traktor;1.3934943675994873;0.2830283045768738;0;0
Feld;66;B;Früher beackerte der Landwirt, der den Sonnenhut aufgesetzt hatte,;das Feld;mit einem Gaul.;2;0.67;0;3.9;1.1;6.2;Früher beackerte der Landwirt , der den Sonnenhut aufgesetzt hatte , das Feld;Sonnenhut;1.7793667316436768;0.38792702555656433;0;0
Feld;66;C;Früher kopierte der Landwirt, der den Traktor gestartet hatte,;das Feld;mit einem Gaul.;2;0.0;0;6.8;2.1;2.5;Früher kopierte der Landwirt , der den Traktor gestartet hatte , das Feld;Traktor;7.009247303009033;5.670787811279297;0;0
Feld;66;D;Früher kopierte der Landwirt, der den Sonnenhut aufgesetzt hatte,;das Feld;mit einem Gaul.;2;0.0;0;3.9;1.1;2.5;Früher kopierte der Landwirt , der den Sonnenhut aufgesetzt hatte , das Feld;Sonnenhut;7.779965877532959;8.216382026672363;0;0
Schuh;67;A;Heute Morgen flickte der Schuster, der den Absatz ausgetauscht hatte,;den Schuh;und polierte ihn.;1;0.5;0;6.4;4.1;4.9;Heute Morgen flickte der Schuster , der den Absatz ausgetauscht hatte , den Schuh;Absatz;4.670722007751465;2.575785383582115;0;1
Schuh;67;B;Heute Morgen flickte der Schuster, der die Sirene gehört hatte,;den Schuh;und polierte ihn.;1;0.75;0;1.2;1.0;4.9;Heute Morgen flickte der Schuster , der die Sirene gehört hatte , den Schuh;Sirene;4.858903408050537;3.332495629787445;0;1
Schuh;67;C;Heute Morgen schmeckte der Schuster, der den Absatz ausgetauscht hatte,;den Schuh;und polierte ihn.;1;0.0;0;6.4;4.1;1.0;Heute Morgen schmeckte der Schuster , der den Absatz ausgetauscht hatte , den Schuh;Absatz;8.328329086303711;4.14633172750473;0;1
Schuh;67;D;Heute Morgen schmeckte der Schuster, der die Sirene gehört hatte,;den Schuh;und polierte ihn.;1;0.0;0;1.2;1.0;1.0;Heute Morgen schmeckte der Schuster , der die Sirene gehört hatte , den Schuh;Sirene;8.514544486999512;5.975661754608154;0;1
Koffer;68;A;Schnell packte der Urlauber, als er die Klamotten gefaltet hatte,;den Koffer;für die Kreuzfahrt.;1;0.83;0;6.6;3.5;6.9;Schnell packte der Urlauber , als er die Klamotten gefaltet hatte , den Koffer;Klamotten;2.8900277614593506;0.8141881488263607;0;1
Koffer;68;B;Schnell packte der Urlauber, als er die Gardinen aufgezogen hatte,;den Koffer;für die Kreuzfahrt.;1;0.5;0;1.2;1.9;6.9;Schnell packte der Urlauber , als er die Gardinen aufgezogen hatte , den Koffer;Gardinen;3.3474903106689453;0.8059201461728662;0;1
Koffer;68;C;Schnell rührte der Urlauber, als er die Klamotten gefaltet hatte,;den Koffer;für die Kreuzfahrt.;1;0.0;0;6.6;3.5;1.2;Schnell rührte der Urlauber , als er die Klamotten gefaltet hatte , den Koffer;Klamotten;5.910609722137451;7.840594334993511;0;1
Koffer;68;D;Schnell rührte der Urlauber, als er die Gardinen aufgezogen hatte,;den Koffer;für die Kreuzfahrt.;1;0.0;0;1.2;1.9;1.2;Schnell rührte der Urlauber , als er die Gardinen aufgezogen hatte , den Koffer;Gardinen;6.640620708465576;10.622140053659678;0;1
Honig;69;A;Sorgfältig erntet der Imker, nachdem er den Bienenstock erreicht hat,;den Honig;aus den Waben.;0;1.0;1;6.9;1.0;5.5;Sorgfältig erntet der Imker , nachdem er den Bienenstock erreicht hat , den Honig;Bienenstock;2.3199613094329834;0.35176649037748575;0;1
Honig;69;B;Sorgfältig erntet der Imker, nachdem er das Haus verlassen hat,;den Honig;aus den Waben.;0;0.92;1;2.8;1.1;5.5;Sorgfältig erntet der Imker , nachdem er das Haus verlassen hat , den Honig;Haus;2.629791021347046;0.35649008117616177;0;1
Honig;69;C;Sorgfältig näht der Imker, nachdem er den Bienenstock erreicht hat,;den Honig;aus den Waben.;0;0.0;1;6.9;1.0;1.2;Sorgfältig näht der Imker , nachdem er den Bienenstock erreicht hat , den Honig;Bienenstock;2.6499178409576416;6.227135695517063;0;1
Honig;69;D;Sorgfältig näht der Imker, nachdem er das Haus verlassen hat,;den Honig;aus den Waben.;0;0.0;1;2.8;1.1;1.2;Sorgfältig näht der Imker , nachdem er das Haus verlassen hat , den Honig;Haus;3.9614861011505127;5.035018339753151;0;1
Gewehr;70;A;Vorsichtig lädt der Jäger, der die Munition verschossen hat,;das Gewehr;und zielt erneut.;0;0.42;1;6.4;6.1;6.0;Vorsichtig lädt der Jäger , der die Munition verschossen hat , das Gewehr;Munition;2.434678554534912;1.2551960023120046;0;1
Gewehr;70;B;Vorsichtig lädt der Jäger, der den Campingplatz verlassen hat,;das Gewehr;und zielt erneut.;0;0.5;1;1.4;1.3;6.0;Vorsichtig lädt der Jäger , der den Campingplatz verlassen hat , das Gewehr;Campingplatz;5.2633585929870605;1.3974613081663847;0;1
Gewehr;70;C;Vorsichtig schneidet der Jäger, der die Munition verschossen hat,;das Gewehr;und zielt erneut.;0;0.0;1;6.4;6.1;1.3;Vorsichtig schneidet der Jäger , der die Munition verschossen hat , das Gewehr;Munition;5.046245574951172;7.375609636306763;0;1
Gewehr;70;D;Vorsichtig schneidet der Jäger, der den Campingplatz verlassen hat,;das Gewehr;und zielt erneut.;0;0.0;1;1.4;1.3;1.3;Vorsichtig schneidet der Jäger , der den Campingplatz verlassen hat , das Gewehr;Campingplatz;8.281725883483887;11.169548511505127;0;1
Mörtel;71;A;Vorsichtig mischte der Maurer, der die Backsteine aufeinanderlegte,;den Mörtel;für die Mauer.;0;0.42;0;6.1;4.0;6.0;Vorsichtig mischte der Maurer , der die Backsteine aufeinanderlegte , den Mörtel;Backsteine;4.600028857588768;1.9416950845625252;1;1
Mörtel;71;B;Vorsichtig mischte der Maurer, der die Nachbarn belauschte,;den Mörtel;für die Mauer.;0;0.25;0;1.4;1.0;6.0;Vorsichtig mischte der Maurer , der die Nachbarn belauschte , den Mörtel;Nachbarn;8.611407101154327;3.001824922626838;1;1
Mörtel;71;C;Vorsichtig schrieb der Maurer, der die Backsteine aufeinanderlegte,;den Mörtel;für die Mauer.;0;0.0;0;6.1;4.0;1.3;Vorsichtig schrieb der Maurer , der die Backsteine aufeinanderlegte , den Mörtel;Backsteine;6.959913939237595;11.700996106956154;1;1
Mörtel;71;D;Vorsichtig schrieb der Maurer, der die Nachbarn belauschte,;den Mörtel;für die Mauer.;0;0.0;0;1.4;1.0;1.3;Vorsichtig schrieb der Maurer , der die Nachbarn belauschte , den Mörtel;Nachbarn;12.047959327697754;13.270825119689107;1;1
Mehl;72;A;Vorgestern mahlte der Müller, der die Mühle betrieb,;das Mehl;aus dem Korn.;2;0.67;0;6.9;1.4;5.9;Vorgestern mahlte der Müller , der die Mühle betrieb , das Mehl;Mühle;3.097074508666992;3.9329061387106776;0;1
Mehl;72;B;Vorgestern mahlte der Müller, der das Lied pfiff,;das Mehl;aus dem Korn.;2;0.5;0;1.0;1.1;5.9;Vorgestern mahlte der Müller , der das Lied pfiff , das Mehl;Lied;7.540670394897461;6.382614217698574;0;1
Mehl;72;C;Vorgestern verzierte der Müller, der die Mühle betrieb,;das Mehl;aus dem Korn.;2;0.0;0;6.9;1.4;2.4;Vorgestern verzierte der Müller , der die Mühle betrieb , das Mehl;Mühle;9.721129417419434;9.888754680752754;0;1
Mehl;72;D;Vorgestern verzierte der Müller, der das Lied pfiff,;das Mehl;aus dem Korn.;2;0.17;0;1.0;1.1;2.4;Vorgestern verzierte der Müller , der das Lied pfiff , das Mehl;Lied;11.8065824508667;9.308723449707031;0;1
Kuh;73;A;Vorsichtig melkte der Viehzüchter, nachdem er den Stall ausgemistet hatte,;die Kuh;und brachte ihr frisches Heu.;0;1.0;0;7.0;4.5;6.8;Vorsichtig melkte der Viehzüchter , nachdem er den Stall ausgemistet hatte , die Kuh;Stall;4.496599197387695;1.2154900399036705;0;1
Kuh;73;B;Vorsichtig melkte der Viehzüchter, nachdem er das Gemüse sortiert hatte,;die Kuh;und brachte ihr frisches Heu.;0;0.75;0;3.1;1.0;6.8;Vorsichtig melkte der Viehzüchter , nachdem er das Gemüse sortiert hatte , die Kuh;Gemüse;6.628084659576416;1.7944762483239174;0;1
Kuh;73;C;Vorsichtig kleidete der Viehzüchter, nachdem er den Stall ausgemistet hatte,;die Kuh;und brachte ihr frisches Heu.;0;0.0;0;7.0;4.5;1.4;Vorsichtig kleidete der Viehzüchter , nachdem er den Stall ausgemistet hatte , die Kuh;Stall;4.462100505828857;4.573023080825806;0;1
Kuh;73;D;Vorsichtig kleidete der Viehzüchter, nachdem er das Gemüse sortiert hatte,;die Kuh;und brachte ihr frisches Heu.;0;0.08;0;3.1;1.0;1.4;Vorsichtig kleidete der Viehzüchter , nachdem er das Gemüse sortiert hatte , die Kuh;Gemüse;5.867788791656494;7.417247533798218;0;1
Bett;74;A;Zuerst bezog der Hotelangestellte, nachdem er den Bezug entfaltet hatte,;das Bett;und das Kissen.;0;0.92;0;6.9;4.7;6.9;Zuerst bezog der Hotelangestellte , nachdem er den Bezug entfaltet hatte , das Bett;Bezug;6.623415470123291;1.9156006276607513;0;1
Bett;74;B;Zuerst bezog der Hotelangestellte, nachdem er den Hamburger verspeist hatte,;das Bett;und das Kissen.;0;0.67;0;1.1;1.8;6.9;Zuerst bezog der Hotelangestellte , nachdem er den Hamburger verspeist hatte , das Bett;Hamburger;11.515999794006348;4.924833208322525;0;1
